PC	1 0 0 0 0 0 0 0
PE	2 0 0 0 0 0 0 0
PR	0 2 0 0 0 0 0 0
PS	1 0 0 0 0 0 0 0
RB	2 0 0 0 0 0 0 0
R통	0 2 0 0 0 0 0 0
SA	2 0 0 0 0 0 0 0
SB	3 0 0 0 0 0 0 0
SE	2 0 0 0 0 0 0 0
SS	2 0 0 0 0 0 0 0
So	0 1 0 0 0 0 0 0
S―	1 0 0 0 0 0 0 0
S그	1 0 0 0 0 0 0 0
S사	1 0 0 0 0 0 0 0
S통	1 0 0 0 0 0 0 0
T&	2 0 0 0 0 0 0 0
T-	1 0 0 0 0 0 0 0
TA	3 0 0 0 0 0 0 0
TB	1 0 0 0 0 0 0 0
TC	2 0 0 0 0 0 0 0
TN	1 0 0 0 0 0 0 0
TO	1 0 0 0 0 0 0 0
TV	14 0 0 0 0 0 0 0
Ti	1 0 0 0 0 0 0 0
T사	2 0 0 0 0 0 0 0
UB	1 0 0 0 0 0 0 0
UN	1 0 0 0 0 0 0 0
U자	0 2 0 0 0 0 0 0
VD	1 0 0 0 0 0 0 0
V가	1 0 0 0 0 0 0 0
V사	1 0 0 0 0 0 0 0
V저	5 0 0 0 0 0 0 0
WC	1 0 0 0 0 0 0 0
WG	2 0 0 0 0 0 0 0
WN	1 0 0 0 0 0 0 0
Xe	1 0 0 0 0 0 0 0
X선	0 14 0 0 0 0 0 0
YM	9 0 0 0 0 0 0 0
YT	1 0 0 0 0 0 0 0
YW	1 0 0 0 0 0 0 0
Ze	1 0 0 0 0 0 0 0
_)	0 6 0 0 0 0 0 0
_5	0 1 0 0 0 0 0 0
_7	0 2 0 0 0 0 0 0
a)	2 0 0 0 0 0 0 0
ac	0 2 0 0 0 0 0 0
al	1 0 0 0 0 0 0 0
an	3 0 0 0 0 0 0 0
ar	2 0 0 0 0 0 0 0
a~	0 1 0 0 0 0 0 0
a호	1 0 0 0 0 0 0 0
bs	1 0 0 0 0 0 0 0
bw	1 0 0 0 0 0 0 0
ch	0 1 0 0 0 0 0 0
ck	0 1 0 0 0 0 0 0
d)	0 1 0 0 0 0 0 0
ea	1 0 0 0 0 0 0 0
ee	1 0 0 0 0 0 0 0
ei	1 0 0 0 0 0 0 0
ek	1 0 0 0 0 0 0 0
en	0 1 0 0 0 0 0 0
er	1 0 0 0 0 0 0 0
et	1 0 0 0 0 0 0 0
eu	0 1 0 0 0 0 0 0
ew	1 0 0 0 0 0 0 0
ga	1 0 0 0 0 0 0 0
gd	0 1 0 0 0 0 0 0
gr	0 1 0 0 0 0 0 0
ha	1 0 0 0 0 0 0 0
hi	1 0 0 0 0 0 0 0
hr	1 0 0 0 0 0 0 0
ht	0 1 0 0 0 0 0 0
i)	1 0 0 0 0 0 0 0
ia	1 0 0 0 0 0 0 0
ib	1 0 0 0 0 0 0 0
iu	1 0 0 0 0 0 0 0
iv	1 0 0 0 0 0 0 0
i족	1 0 0 0 0 0 0 0
ji	1 0 0 0 0 0 0 0
k)	0 1 0 0 0 0 0 0
ka	1 0 0 0 0 0 0 0
kh	1 0 0 0 0 0 0 0
le	1 1 0 0 0 0 0 0
mu	1 0 0 0 0 0 0 0
ne	1 0 0 0 0 0 0 0
ni	1 0 0 0 0 0 0 0
nk	1 0 0 0 0 0 0 0
nl	0 1 0 0 0 0 0 0
n각	0 3 0 0 0 0 0 0
n사	1 0 0 0 0 0 0 0
og	0 1 0 0 0 0 0 0
oh	1 0 0 0 0 0 0 0
oj	1 0 0 0 0 0 0 0
or	2 0 0 0 0 0 0 0
os	0 1 0 0 0 0 0 0
ox	1 0 0 0 0 0 0 0
r)	2 0 0 0 0 0 0 0
ra	0 1 0 0 0 0 0 0
re	1 0 0 0 0 0 0 0
rg	1 0 0 0 0 0 0 0
ro	1 0 0 0 0 0 0 0
rx	2 0 0 0 0 0 0 0
sa	0 1 0 0 0 0 0 0
sb	1 0 0 0 0 0 0 0
ss	0 1 0 0 0 0 0 0
sw	1 0 0 0 0 0 0 0
t)	0 1 0 0 0 0 0 0
t사	1 0 0 0 0 0 0 0
ug	0 1 0 0 0 0 0 0
ur	2 0 0 0 0 0 0 0
vk	1 0 0 0 0 0 0 0
wa	1 0 0 0 0 0 0 0
we	1 0 0 0 0 0 0 0
ws	1 0 0 0 0 0 0 0
x)	1 0 0 0 0 0 0 0
~.	2 0 0 0 0 0 0 0
~0	0 1 0 0 0 0 0 0
~5	115 1 0 0 0 0 0 0
~6	1 0 0 0 0 0 0 0
~8	3 0 0 0 0 0 0 0
~9	4 1 0 0 0 0 0 0
~?	1 0 0 0 0 0 0 0
~C	0 1 0 0 0 0 0 0
~·	12 0 0 0 0 0 0 0
~가	0 2 0 0 0 0 0 0
~동	1 0 0 0 0 0 0 0
~류	0 2 0 0 0 0 0 0
~륜	0 1 0 0 0 0 0 0
~모	0 1 0 0 0 0 0 0
~수	0 1 0 0 0 0 0 0
~식	0 1 0 0 0 0 0 0
~얼	0 0 0 1 0 0 0 0
~이	0 3 0 0 0 0 0 0
~인	0 3 0 0 0 0 0 0
~중	0 3 0 0 0 0 0 0
~지	0 2 0 0 0 0 0 0
~차	26 0 0 0 0 0 0 0
~행	1 0 0 0 0 0 0 0
·1	143 7 0 0 0 0 0 0
·3	7 0 0 0 0 0 0 0
·4	2 0 0 0 0 0 0 0
·6	5 1 0 0 0 0 0 0
·7	2 0 0 0 0 0 0 0
·9	0 1 0 0 0 0 0 0
·~	98 1 0 0 0 0 0 0
·간	0 2 0 0 0 0 0 0
·개	0 3 0 0 0 0 0 0
·결	0 1 0 0 0 0 0 0
·경	0 1 0 0 0 0 0 0
·고	0 18 0 0 0 0 0 0
·과	0 2 0 0 0 0 0 0
·관	0 7 0 0 0 0 0 0
·구	0 5 0 0 0 0 0 0
·농	0 5 0 0 0 0 0 0
·단	0 5 0 0 0 0 0 0
·당	0 1 0 0 0 0 0 0
·대	0 1 0 0 0 0 0 0
·란	1 0 0 0 0 0 0 0
·마	1 0 0 0 0 0 0 0
·반	0 2 0 0 0 0 0 0
·부	0 5 0 0 0 0 0 0
·북	14 4 0 0 0 0 0 0
·비	0 1 0 0 0 0 0 0
·상	0 1 0 0 0 0 0 0
·서	5 6 0 0 0 0 0 0
·소	2 1 0 0 0 0 0 0
·수	1 0 0 0 0 0 0 0
·순	1 0 0 0 0 0 0 0
·식	0 1 0 0 0 0 0 0
·아	0 1 0 0 0 0 0 0
·어	0 1 0 0 0 0 0 0
·외	0 1 0 0 0 0 0 0
·일	1 1 0 0 0 0 0 0
·입	0 1 0 0 0 0 0 0
·장	0 1 0 0 0 0 0 0
·재	0 3 0 0 0 0 0 0
·정	3 0 0 0 0 0 0 0
·주	0 1 0 0 0 0 0 0
·중	0 6 0 0 0 0 0 0
·지	0 1 0 0 0 0 0 0
·천	0 1 0 0 0 0 0 0
·초	0 4 0 0 0 0 0 0
·축	1 0 0 0 0 0 0 0
·출	0 2 0 0 0 0 0 0
·케	1 0 0 0 0 0 0 0
·피	0 1 0 0 0 0 0 0
